4.0981	0.2489
3.2088	0.2527
3.8527	0.2733
2.3373	0.5467
1.8623	0.5665
1.6705	0.6021
1.0367	0.6082
1.5898	0.6284
1.6066	0.6488
1.6055	0.6614
1.8337	0.6623
1.3864	0.6781
1.5275	0.6845
1.7464	0.6875
1.4302	0.7045
1.6310	0.7056
1.5490	0.7071
1.4107	0.7093
1.5397	0.7176
1.4968	0.7400
1.3770	0.7443
1.3180	0.7537
1.2962	0.7659
1.2948	0.7693
1.3384	0.7765
1.4740	0.7767
1.5869	0.7778
1.3341	0.7789
1.2854	0.7798
1.3326	0.7799
1.3322	0.7800
1.3774	0.7811
1.3855	0.7826
1.2707	0.7913
1.4392	0.7937
1.1721	0.8091
1.2331	0.8094
1.4827	0.8095
1.4117	0.8169
1.3453	0.8219
1.2583	0.8239
1.2082	0.8368
0.9863	0.8378
1.1832	0.8386
1.2154	0.8419
1.2418	0.8498
1.1437	0.8505
1.2364	0.8554
1.4250	0.8559
1.8612	0.8569
1.2114	0.8584
1.0850	0.8644
1.5535	0.8664
1.4355	0.8668
1.4849	0.8707
1.8610	0.8743
1.1506	0.8762
1.1545	0.8769
1.1169	0.8773
3.4353	0.8779
0.9917	0.8786
1.3920	0.8807
1.1749	0.8809
1.2668	0.8855
1.1666	0.8864
1.2854	0.8869
1.6603	0.8905
1.6785	0.8930
0.9712	0.8930
0.8842	0.8939
1.6643	0.8942
1.1630	0.8953
1.6817	0.8955
1.6817	0.8955
1.1055	0.8956
1.1082	0.8982
1.1425	0.8993
1.6690	0.8994
1.6651	0.9001
1.2235	0.9007
1.1202	0.9038
1.1810	0.9049
1.1626	0.9094
1.1941	0.9116
1.1414	0.9117
1.2139	0.9129
1.2229	0.9171
1.1561	0.9229
1.1010	0.9251
1.0139	0.9260
1.6685	0.9272
1.0830	0.9274
1.2593	0.9288
1.2186	0.9298
1.4680	0.9307
1.4592	0.9308
1.9651	0.9332
0.8025	0.9335
1.0661	0.9341
1.1378	0.9343
1.0664	0.9365
1.1578	0.9369
1.1206	0.9377
1.1602	0.9380
1.3649	0.9386
1.4053	0.9387
1.0866	0.9402
1.1738	0.9424
1.6419	0.9472
1.0326	0.9475
0.9531	0.9479
1.1433	0.9491
1.0916	0.9499
1.0473	0.9511
1.1264	0.9519
1.2322	0.9528
1.0510	0.9540
1.0573	0.9541
1.2331	0.9542
1.1628	0.9555
0.8508	0.9562
1.2055	0.9593
1.0726	0.9597
1.2169	0.9600
1.0727	0.9612
1.2797	0.9625
1.0458	0.9626
0.6286	0.9631
1.2984	0.9648
1.0434	0.9650
1.0691	0.9653
0.8497	0.9659
1.4986	0.9674
1.0341	0.9675
2.3396	0.9677
1.2127	0.9678
1.6007	0.9684
1.2407	0.9684
1.0376	0.9690
1.1826	0.9692
1.0654	0.9693
1.0268	0.9696
1.0510	0.9701
1.0291	0.9710
1.3496	0.9711
1.0478	0.9723
0.7407	0.9727
0.6134	0.9730
2.1742	0.9733
1.1862	0.9734
1.2779	0.9735
0.9521	0.9742
1.0338	0.9754
1.0279	0.9755
1.0045	0.9758
1.0256	0.9760
1.0383	0.9762
1.0211	0.9763
1.4093	0.9763
0.8343	0.9763
1.0466	0.9775
1.0126	0.9790
1.1367	0.9793
1.1095	0.9797
1.0393	0.9804
0.9382	0.9806
1.0615	0.9808
1.0581	0.9809
1.0108	0.9818
1.2369	0.9819
1.0403	0.9826
1.0232	0.9826
1.1839	0.9826
1.0375	0.9842
1.0092	0.9850
1.0241	0.9854
1.0440	0.9856
1.0384	0.9857
1.0368	0.9857
1.2638	0.9859
1.2034	0.9859
1.4793	0.9860
1.0137	0.9866
1.1045	0.9872
1.0510	0.9875
0.8978	0.9877
1.0252	0.9882
1.0000	0.9894
1.0183	0.9895
1.8408	0.9896
1.0437	0.9896
1.0555	0.9899
1.0875	0.9902
1.0265	0.9902
1.0637	0.9903
1.1588	0.9903
0.9899	0.9908
0.9435	0.9909
1.0159	0.9913
1.3582	0.9915
1.0289	0.9916
1.0285	0.9917
1.0123	0.9917
1.0122	0.9917
1.0220	0.9920
1.1615	0.9923
1.7217	0.9923
1.1399	0.9924
1.0490	0.9928
1.0065	0.9933
1.0041	0.9934
0.9698	0.9935
1.3609	0.9935
1.0157	0.9935
1.0410	0.9936
0.8706	0.9939
1.1417	0.9939
1.2337	0.9940
2.7090	0.9941
1.1699	0.9941
1.0062	0.9942
1.0063	0.9942
1.0211	0.9943
0.7312	0.9944
1.0722	0.9944
1.6178	0.9945
1.2089	0.9949
1.1941	0.9950
1.0200	0.9950
1.7305	0.9950
1.1346	0.9951
1.2160	0.9951
1.3908	0.9953
1.4073	0.9953
1.3731	0.9953
0.9867	0.9953
1.1250	0.9954
1.0202	0.9956
1.0025	0.9958
1.2281	0.9958
1.2709	0.9959
1.0322	0.9959
1.2840	0.9959
1.1376	0.9961
1.0857	0.9962
1.4919	0.9963
1.0020	0.9964
1.0290	0.9964
1.8162	0.9964
1.0227	0.9964
1.0471	0.9965
1.0245	0.9965
0.9946	0.9965
1.1605	0.9965
3.2556	0.9966
3.2921	0.9966
1.0070	0.9968
0.8834	0.9969
1.0638	0.9969
1.0032	0.9971
1.0704	0.9972
1.0077	0.9972
0.3294	0.9973
1.0268	0.9973
1.3548	0.9974
0.9780	0.9974
1.0029	0.9974
1.0231	0.9975
1.1216	0.9975
1.6734	0.9976
1.1653	0.9976
1.1630	0.9976
1.0225	0.9977
1.2429	0.9978
1.0176	0.9978
