3.6665	0.2839
2.7682	0.3750
1.7181	0.5243
1.8667	0.5377
1.8480	0.5658
1.8123	0.5770
1.7963	0.5898
1.7521	0.5956
1.8662	0.6095
1.8408	0.6154
1.6144	0.6185
1.6308	0.6242
1.8197	0.6322
1.8189	0.6325
1.8214	0.6326
1.7916	0.6328
1.7916	0.6329
1.7900	0.6331
1.7168	0.6332
1.8168	0.6333
1.8139	0.6334
1.7398	0.6334
1.8163	0.6335
1.8157	0.6335
1.8142	0.6344
1.5648	0.6400
1.7924	0.6661
1.8191	0.6664
1.7882	0.6671
1.7867	0.6673
1.7230	0.6678
1.8117	0.6738
1.4807	0.6738
2.8587	0.6793
1.6297	0.6823
1.7182	0.6853
1.4102	0.7186
1.3742	0.7265
1.3750	0.7267
1.3886	0.7277
1.4231	0.7337
4.2991	0.7356
1.3158	0.7455
1.2249	0.7487
1.2355	0.7629
1.1388	0.7729
1.9657	0.7750
1.0768	0.7756
1.3417	0.7764
1.2853	0.7791
1.4957	0.7843
1.3296	0.7871
3.8424	0.7871
1.4011	0.7887
1.2686	0.7896
1.2367	0.7911
1.2810	0.7925
1.8998	0.7946
1.2364	0.7961
1.3909	0.7966
1.4347	0.7990
1.2492	0.8014
1.3445	0.8024
1.2818	0.8030
1.2691	0.8109
1.4918	0.8114
1.2570	0.8127
1.4508	0.8134
1.2489	0.8165
1.6134	0.8180
1.4697	0.8223
1.5072	0.8225
1.2461	0.8246
1.2121	0.8258
1.2904	0.8261
1.5569	0.8263
1.2835	0.8267
22.0195	0.8280
1.2099	0.8300
1.2650	0.8333
1.3409	0.8339
1.5514	0.8353
1.2440	0.8403
1.6378	0.8408
1.3736	0.8423
1.2254	0.8426
1.2814	0.8430
1.1163	0.8448
1.1028	0.8449
1.0073	0.8461
1.1829	0.8462
1.3504	0.8467
1.4439	0.8509
1.3356	0.8571
1.1455	0.8571
1.2006	0.8583
1.1921	0.8589
1.8741	0.8590
1.1701	0.8599
1.2385	0.8639
1.3166	0.8650
1.1397	0.8751
1.2337	0.8796
1.1614	0.8809
1.2016	0.8859
1.1198	0.8876
1.1163	0.8887
1.3278	0.8887
1.1414	0.8887
1.2680	0.8890
1.3752	0.8903
3.2485	0.8917
1.1948	0.8936
1.4425	0.8951
1.1708	0.8965
1.2332	0.8976
1.9687	0.8979
1.3914	0.8983
1.1222	0.8987
1.1418	0.8993
1.2810	0.8997
1.3354	0.9005
3.8700	0.9008
1.1512	0.9013
1.1432	0.9014
1.1707	0.9018
1.1195	0.9019
1.1671	0.9043
1.1544	0.9053
1.0872	0.9057
1.2376	0.9070
1.2884	0.9087
