0.1283	0.1231
0.1528	0.1528
0.2285	0.2268
0.2938	0.2938
0.3042	0.3042
0.3183	0.3183
0.3277	0.3277
0.3288	0.3277
0.3294	0.3294
0.3581	0.3561
0.3720	0.3654
0.3890	0.3192
0.3891	0.3092
0.3908	0.2812
0.3919	0.3214
0.3997	0.3878
0.4343	0.4272
0.4435	0.3630
0.4494	0.4472
0.4504	0.4009
0.4762	0.3959
0.4763	0.3960
0.4896	0.4782
0.4911	0.4911
0.5368	0.5280
0.5558	0.5406
0.5819	0.4156
0.5826	0.5807
0.5855	0.5751
0.6136	0.6136
0.6276	0.6033
0.6286	0.6223
0.6313	0.3589
0.6346	0.6311
0.6393	0.6393
0.6415	0.6293
0.6443	0.6427
0.6590	0.5855
0.6603	0.6000
0.6864	0.6814
0.6989	0.6913
0.7032	0.6957
0.7070	0.7070
0.7080	0.4327
0.7102	0.4760
0.7133	0.6862
0.7207	0.7206
0.7238	0.7238
0.7297	0.7297
0.7480	0.7125
0.7531	0.7458
0.7565	0.6891
0.7755	0.7740
0.7940	0.7939
0.7997	0.7564
0.8008	0.8008
0.8025	0.7490
0.8106	0.8106
0.8195	0.8195
0.8290	0.7733
0.8355	0.8173
0.8455	0.8391
0.8491	0.8311
0.8497	0.7281
0.8508	0.8508
0.8555	0.8555
0.8651	0.8620
0.8738	0.8657
0.8738	0.8738
0.8743	0.8724
0.8744	0.8712
0.8747	0.8698
0.8778	0.8739
0.8834	0.8834
0.8836	0.8836
0.8843	0.8831
0.8907	0.8894
0.8978	0.7593
0.8988	0.6026
0.8991	0.7945
0.8994	0.8621
0.9042	0.7941
0.9081	0.9079
0.9116	0.9116
0.9121	0.8929
0.9142	0.9142
0.9147	0.9145
0.9160	0.8463
0.9253	0.8798
0.9277	0.9277
0.9290	0.9211
0.9300	0.7705
0.9361	0.9335
0.9363	0.9363
0.9376	0.9376
0.9382	0.9382
0.9384	0.9384
0.9405	0.9279
0.9435	0.9406
0.9447	0.9433
0.9460	0.9411
0.9462	0.9455
0.9477	0.9477
0.9478	0.9474
0.9484	0.9261
0.9486	0.9486
0.9512	0.9040
0.9521	0.8579
0.9531	0.9531
0.9532	0.9353
0.9546	0.9546
0.9550	0.6932
0.9577	0.9577
0.9596	0.9596
0.9617	0.9389
0.9630	0.9432
0.9636	0.4536
0.9654	0.9644
0.9662	0.9658
0.9665	0.9644
0.9665	0.9654
0.9678	0.9678
0.9698	0.9667
0.9702	0.9702
0.9766	0.9702
0.9774	0.9712
0.9778	0.9458
0.9780	0.9747
0.9791	0.9686
0.9796	0.9796
0.9808	0.9740
0.9821	0.9820
0.9837	0.9835
0.9846	0.9743
0.9850	0.9842
0.9854	0.9844
0.9868	0.9687
0.9868	0.9868
0.9881	0.9871
0.9885	0.9864
0.9886	0.9831
0.9888	0.9842
0.9891	0.9831
0.9891	0.9891
0.9898	0.9898
0.9900	0.9881
0.9903	0.9762
0.9905	0.9900
0.9917	0.9231
0.9921	0.9921
0.9927	0.9918
0.9928	0.8753
0.9933	0.9927
0.9933	0.9909
0.9934	0.9934
0.9946	0.9911
0.9948	0.9948
0.9953	0.9953
0.9959	0.9909
0.9959	0.9958
0.9960	0.9947
0.9978	0.9957
0.9988	0.9941
0.9988	0.9949
0.9991	0.9991
0.9991	0.9973
0.9993	0.9986
0.9995	0.9949
0.9995	0.9995
0.9996	0.9995
0.9998	0.9998
0.9998	0.9998
0.9998	0.9998
0.9998	0.9998
0.9998	0.9998
0.9998	0.9963
0.9999	0.9994
1.0000	1.0000
1.0000	0.9987
1.0000	0.9872
1.0000	1.0000
1.0000	0.9751
1.0001	1.0001
1.0002	1.0002
1.0002	0.9992
1.0002	1.0002
